-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,55,56,57,-1,-1,55,56,57,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,70,71,72,-1,55,74,71,73,56,56,56,56,56,57,-1,-1,-1
-1,-1,-1,-1,70,71,72,-1,70,71,71,71,71,71,71,71,71,72,-1,-1,-1
-1,-1,-1,-1,70,71,72,-1,85,59,71,58,86,86,86,86,86,87,-1,-1,-1
-1,-1,-1,-1,85,86,87,-1,-1,70,71,72,49,49,49,49,49,49,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,70,71,72,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,70,71,72,-1,-1,-1,-1,-1,-1,150,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,85,86,87,49,49,49,49,-1,-1,165,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
