-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,1,1,2,3,3,1,260,-1,261,2,3,1,2,3,227,-1,-1
-1,-1,258,33,34,67,33,33,34,-1,34,34,34,67,34,99,259,-1,-1
-1,-1,257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,256,-1,-1
-1,226,257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,256,2,-1
-1,33,289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,288,33,-1
-1,3,225,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,224,226,-1
-1,34,257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,256,33,-1
-1,-1,257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,256,-1,-1
-1,-1,290,1,1,1,1,1,227,-1,226,1,1,1,1,1,291,-1,-1
-1,-1,322,33,99,67,34,33,259,-1,258,34,34,34,34,33,323,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
